GeneID	Chromosome	Start	End
gene-AUO97_RS09720	NZ_CP018664.1	2040114	2040623
gene-AUO97_RS09725	NZ_CP018664.1	2040668	2041510
gene-AUO97_RS09730	NZ_CP018664.1	2041633	2041995
gene-AUO97_RS09735	NZ_CP018664.1	2042006	2042365
gene-AUO97_RS09740	NZ_CP018664.1	2042439	2043257
gene-AUO97_RS09745	NZ_CP018664.1	2043351	2044130
gene-AUO97_RS09750	NZ_CP018664.1	2044174	2046507
gene-AUO97_RS09755	NZ_CP018664.1	2046715	2048895
gene-AUO97_RS09760	NZ_CP018664.1	2049069	2049839
gene-AUO97_RS09765	NZ_CP018664.1	2049836	2050273
gene-AUO97_RS09770	NZ_CP018664.1	2050285	2050503
gene-AUO97_RS09775	NZ_CP018664.1	2050756	2051631
gene-AUO97_RS09780	NZ_CP018664.1	2051824	2052447
gene-AUO97_RS09785	NZ_CP018664.1	2052616	2053203
gene-AUO97_RS09790	NZ_CP018664.1	2053200	2053793
gene-AUO97_RS09795	NZ_CP018664.1	2053793	2054953
gene-AUO97_RS09800	NZ_CP018664.1	2055036	2056733
gene-AUO97_RS09805	NZ_CP018664.1	2057192	2057875
gene-AUO97_RS09810	NZ_CP018664.1	2057981	2060269
gene-AUO97_RS09815	NZ_CP018664.1	2060684	2062018
gene-AUO97_RS09820	NZ_CP018664.1	2062211	2062816
gene-AUO97_RS09825	NZ_CP018664.1	2062918	2064231
gene-AUO97_RS09830	NZ_CP018664.1	2064379	2065095
gene-AUO97_RS09835	NZ_CP018664.1	2065120	2065674
gene-AUO97_RS09840	NZ_CP018664.1	2065816	2067342
gene-AUO97_RS09845	NZ_CP018664.1	2067571	2069715
gene-AUO97_RS09850	NZ_CP018664.1	2069759	2070961
gene-AUO97_RS09855	NZ_CP018664.1	2071724	2073577
gene-AUO97_RS09860	NZ_CP018664.1	2073598	2074218
gene-AUO97_RS09865	NZ_CP018664.1	2074414	2075772
gene-AUO97_RS09870	NZ_CP018664.1	2075790	2076302
gene-AUO97_RS09875	NZ_CP018664.1	2076475	2078103
gene-AUO97_RS09880	NZ_CP018664.1	2078210	2079475
gene-AUO97_RS09885	NZ_CP018664.1	2079775	2081088
gene-AUO97_RS09890	NZ_CP018664.1	2081142	2081984
gene-AUO97_RS09895	NZ_CP018664.1	2082310	2083329
gene-AUO97_RS09900	NZ_CP018664.1	2083522	2085705
gene-AUO97_RS09905	NZ_CP018664.1	2085844	2087142
gene-AUO97_RS09910	NZ_CP018664.1	2087167	2087718
gene-AUO97_RS09915	NZ_CP018664.1	2087818	2088018
gene-AUO97_RS09920	NZ_CP018664.1	2088132	2088563
gene-AUO97_RS09925	NZ_CP018664.1	2088686	2089918
gene-AUO97_RS09930	NZ_CP018664.1	2089934	2090734
gene-AUO97_RS09935	NZ_CP018664.1	2090725	2091516
gene-AUO97_RS09940	NZ_CP018664.1	2091538	2092653
gene-AUO97_RS09945	NZ_CP018664.1	2092650	2093942
gene-AUO97_RS09950	NZ_CP018664.1	2093971	2094669
gene-AUO97_RS09955	NZ_CP018664.1	2094669	2095814
gene-AUO97_RS09960	NZ_CP018664.1	2096002	2097411
gene-AUO97_RS09965	NZ_CP018664.1	2097608	2098222
gene-AUO97_RS09970	NZ_CP018664.1	2098207	2099010
gene-AUO97_RS09975	NZ_CP018664.1	2099012	2099272
gene-AUO97_RS09980	NZ_CP018664.1	2099278	2099532
gene-AUO97_RS09985	NZ_CP018664.1	2099529	2100083
gene-AUO97_RS09990	NZ_CP018664.1	2100093	2101751
gene-AUO97_RS09995	NZ_CP018664.1	2101754	2102494
gene-AUO97_RS10000	NZ_CP018664.1	2102497	2103423
gene-AUO97_RS10005	NZ_CP018664.1	2103425	2104960
gene-AUO97_RS10010	NZ_CP018664.1	2104970	2105398
gene-AUO97_RS10015	NZ_CP018664.1	2105398	2106027
gene-AUO97_RS10020	NZ_CP018664.1	2106068	2108317
gene-AUO97_RS10025	NZ_CP018664.1	2108347	2109642
gene-AUO97_RS10030	NZ_CP018664.1	2109645	2110190
gene-AUO97_RS10035	NZ_CP018664.1	2110187	2111389
gene-AUO97_RS10040	NZ_CP018664.1	2111389	2111814
gene-AUO97_RS10045	NZ_CP018664.1	2111838	2112563
gene-AUO97_RS10050	NZ_CP018664.1	2112563	2113789
gene-AUO97_RS10055	NZ_CP018664.1	2113801	2114235
gene-AUO97_RS10060	NZ_CP018664.1	2114259	2114915
gene-AUO97_RS10065	NZ_CP018664.1	2114983	2115441
gene-AUO97_RS10070	NZ_CP018664.1	2115469	2115726
gene-AUO97_RS10075	NZ_CP018664.1	2115738	2116154
gene-AUO97_RS10080	NZ_CP018664.1	2116252	2117310
gene-AUO97_RS10085	NZ_CP018664.1	2117436	2118002
gene-AUO97_RS10090	NZ_CP018664.1	2118158	2118889
gene-AUO97_RS10095	NZ_CP018664.1	2119026	2119829
gene-AUO97_RS10100	NZ_CP018664.1	2119899	2121293
gene-AUO97_RS10105	NZ_CP018664.1	2121316	2123310
gene-AUO97_RS10110	NZ_CP018664.1	2123313	2124653
gene-AUO97_RS10115	NZ_CP018664.1	2124761	2125750
gene-AUO97_RS10120	NZ_CP018664.1	2125770	2126279
gene-AUO97_RS10125	NZ_CP018664.1	2126307	2128931
gene-AUO97_RS10135	NZ_CP018664.1	2129118	2129453
gene-AUO97_RS10140	NZ_CP018664.1	2129958	2131682
gene-AUO97_RS10145	NZ_CP018664.1	2131682	2132173
gene-AUO97_RS10150	NZ_CP018664.1	2132206	2133222
gene-AUO97_RS10155	NZ_CP018664.1	2133553	2135607
gene-AUO97_RS10165	NZ_CP018664.1	2136214	2136777
gene-AUO97_RS10170	NZ_CP018664.1	2136994	2137566
gene-AUO97_RS10175	NZ_CP018664.1	2137897	2138760
gene-AUO97_RS10180	NZ_CP018664.1	2139139	2141964
gene-AUO97_RS10185	NZ_CP018664.1	2141971	2143560
gene-AUO97_RS10190	NZ_CP018664.1	2143575	2144435
gene-AUO97_RS10195	NZ_CP018664.1	2144562	2145629
gene-AUO97_RS10200	NZ_CP018664.1	2145799	2147391
gene-AUO97_RS10205	NZ_CP018664.1	2147461	2148303
gene-AUO97_RS10210	NZ_CP018664.1	2148391	2149332
gene-AUO97_RS10215	NZ_CP018664.1	2149332	2150144
gene-AUO97_RS10220	NZ_CP018664.1	2150269	2153025
gene-AUO97_RS10225	NZ_CP018664.1	2153360	2154121
gene-AUO97_RS19435	NZ_CP018664.1	2154184	2154306
gene-AUO97_RS10230	NZ_CP018664.1	2154410	2155303
gene-AUO97_RS10235	NZ_CP018664.1	2155311	2155820
gene-AUO97_RS10240	NZ_CP018664.1	2156155	2157159
gene-AUO97_RS10245	NZ_CP018664.1	2157308	2158492
gene-AUO97_RS10250	NZ_CP018664.1	2158511	2158918
gene-AUO97_RS10255	NZ_CP018664.1	2158986	2159912
gene-AUO97_RS10260	NZ_CP018664.1	2160150	2161277
gene-AUO97_RS10265	NZ_CP018664.1	2161289	2161603
gene-AUO97_RS10270	NZ_CP018664.1	2161616	2163070
gene-AUO97_RS10275	NZ_CP018664.1	2163124	2163945
gene-AUO97_RS10280	NZ_CP018664.1	2164196	2164597
gene-AUO97_RS10285	NZ_CP018664.1	2164679	2165473
gene-AUO97_RS10290	NZ_CP018664.1	2165490	2166356
gene-AUO97_RS10295	NZ_CP018664.1	2166367	2167155
gene-AUO97_RS10300	NZ_CP018664.1	2167252	2170059
gene-AUO97_RS10305	NZ_CP018664.1	2170232	2171146
gene-AUO97_RS10310	NZ_CP018664.1	2171169	2171987
gene-AUO97_RS10315	NZ_CP018664.1	2171997	2173388
gene-AUO97_RS10320	NZ_CP018664.1	2173419	2175725
gene-AUO97_RS10325	NZ_CP018664.1	2175770	2176543
gene-AUO97_RS10330	NZ_CP018664.1	2176655	2177461
gene-AUO97_RS10335	NZ_CP018664.1	2177430	2177840
gene-AUO97_RS10340	NZ_CP018664.1	2177965	2179428
gene-AUO97_RS10345	NZ_CP018664.1	2179425	2179907
gene-AUO97_RS10350	NZ_CP018664.1	2179953	2180762
gene-AUO97_RS10355	NZ_CP018664.1	2180766	2181614
gene-AUO97_RS10360	NZ_CP018664.1	2181637	2182488
gene-AUO97_RS10365	NZ_CP018664.1	2182485	2182754
gene-AUO97_RS10370	NZ_CP018664.1	2182757	2183293
gene-AUO97_RS10375	NZ_CP018664.1	2183353	2184981
gene-AUO97_RS10380	NZ_CP018664.1	2185393	2187315
gene-AUO97_RS10385	NZ_CP018664.1	2187321	2187872
gene-AUO97_RS10395	NZ_CP018664.1	2188078	2188698
gene-AUO97_RS10400	NZ_CP018664.1	2188751	2189179
gene-AUO97_RS10405	NZ_CP018664.1	2189219	2190469
gene-AUO97_RS10415	NZ_CP018664.1	2190718	2190912
gene-AUO97_RS10420	NZ_CP018664.1	2190924	2191283
gene-AUO97_RS10435	NZ_CP018664.1	2191986	2192489
gene-AUO97_RS10440	NZ_CP018664.1	2192496	2193497
gene-AUO97_RS10445	NZ_CP018664.1	2193655	2194635
gene-AUO97_RS10450	NZ_CP018664.1	2194669	2197050
gene-AUO97_RS10455	NZ_CP018664.1	2197047	2197343
gene-AUO97_RS10460	NZ_CP018664.1	2197514	2197765
gene-AUO97_RS19440	NZ_CP018664.1	2197860	2197985
gene-AUO97_RS10465	NZ_CP018664.1	2198180	2199448
gene-AUO97_RS10470	NZ_CP018664.1	2199770	2200096
gene-AUO97_RS10475	NZ_CP018664.1	2200376	2201896
gene-AUO97_RS10480	NZ_CP018664.1	2201915	2202736
gene-AUO97_RS10485	NZ_CP018664.1	2202673	2204076
gene-AUO97_RS10490	NZ_CP018664.1	2204048	2204884
gene-AUO97_RS10495	NZ_CP018664.1	2204906	2205475
gene-AUO97_RS10500	NZ_CP018664.1	2205535	2208306
gene-AUO97_RS10505	NZ_CP018664.1	2208461	2211268
gene-AUO97_RS10510	NZ_CP018664.1	2211258	2212175
gene-AUO97_RS10515	NZ_CP018664.1	2212185	2213006
gene-AUO97_RS10520	NZ_CP018664.1	2213103	2214593
gene-AUO97_RS10525	NZ_CP018664.1	2214648	2215079
gene-AUO97_RS10530	NZ_CP018664.1	2215167	2215604
gene-AUO97_RS10535	NZ_CP018664.1	2215764	2216141
gene-AUO97_RS10540	NZ_CP018664.1	2216156	2216980
gene-AUO97_RS10545	NZ_CP018664.1	2217007	2217528
gene-AUO97_RS10550	NZ_CP018664.1	2217631	2218599
gene-AUO97_RS10555	NZ_CP018664.1	2218715	2219464
gene-AUO97_RS10560	NZ_CP018664.1	2220186	2221722
gene-AUO97_RS10565	NZ_CP018664.1	2221782	2221858
gene-AUO97_RS10570	NZ_CP018664.1	2221914	2221989
gene-AUO97_RS10575	NZ_CP018664.1	2222330	2225222
gene-AUO97_RS10580	NZ_CP018664.1	2225408	2225522
gene-AUO97_RS10585	NZ_CP018664.1	2225762	2227210
gene-AUO97_RS10590	NZ_CP018664.1	2227379	2227717
gene-AUO97_RS10595	NZ_CP018664.1	2227856	2228107
gene-AUO97_RS10600	NZ_CP018664.1	2228114	2229370
gene-AUO97_RS10605	NZ_CP018664.1	2229370	2230053
gene-AUO97_RS10610	NZ_CP018664.1	2230159	2231448
gene-AUO97_RS10615	NZ_CP018664.1	2231518	2232603
gene-AUO97_RS10620	NZ_CP018664.1	2232607	2233962
gene-AUO97_RS10625	NZ_CP018664.1	2234314	2235153
gene-AUO97_RS10630	NZ_CP018664.1	2235450	2236283
gene-AUO97_RS10640	NZ_CP018664.1	2237532	2239196
gene-AUO97_RS10650	NZ_CP018664.1	2240603	2242534
gene-AUO97_RS10655	NZ_CP018664.1	2242590	2243138
gene-AUO97_RS10660	NZ_CP018664.1	2243253	2243879
gene-AUO97_RS10665	NZ_CP018664.1	2243902	2244429
gene-AUO97_RS10670	NZ_CP018664.1	2244562	2245227
gene-AUO97_RS10675	NZ_CP018664.1	2245239	2246030
gene-AUO97_RS10680	NZ_CP018664.1	2246167	2247618
gene-AUO97_RS10685	NZ_CP018664.1	2247587	2248432
gene-AUO97_RS10690	NZ_CP018664.1	2248436	2248708
gene-AUO97_RS10695	NZ_CP018664.1	2248893	2249579
gene-AUO97_RS10700	NZ_CP018664.1	2249936	2250757
gene-AUO97_RS10705	NZ_CP018664.1	2250858	2251253
gene-AUO97_RS10710	NZ_CP018664.1	2251294	2253228
gene-AUO97_RS10715	NZ_CP018664.1	2253215	2253970
gene-AUO97_RS10720	NZ_CP018664.1	2253999	2254994
gene-AUO97_RS10725	NZ_CP018664.1	2255144	2255464
gene-AUO97_RS10730	NZ_CP018664.1	2255476	2255955
gene-AUO97_RS10735	NZ_CP018664.1	2256092	2257312
gene-AUO97_RS10740	NZ_CP018664.1	2257459	2258523
gene-AUO97_RS10745	NZ_CP018664.1	2258666	2258742
gene-AUO97_RS10750	NZ_CP018664.1	2258799	2258875
gene-AUO97_RS10755	NZ_CP018664.1	2258909	2258984
gene-AUO97_RS10760	NZ_CP018664.1	2258989	2259065
gene-AUO97_RS10765	NZ_CP018664.1	2259221	2260216
gene-AUO97_RS10770	NZ_CP018664.1	2260618	2261793
gene-AUO97_RS10775	NZ_CP018664.1	2261887	2262834
gene-AUO97_RS10780	NZ_CP018664.1	2263080	2264300
gene-AUO97_RS10785	NZ_CP018664.1	2264522	2265844
gene-AUO97_RS10790	NZ_CP018664.1	2265897	2267126
gene-AUO97_RS10795	NZ_CP018664.1	2267231	2268364
gene-AUO97_RS10800	NZ_CP018664.1	2268354	2269760
gene-AUO97_RS10805	NZ_CP018664.1	2269864	2270793
gene-AUO97_RS10810	NZ_CP018664.1	2270925	2271719
gene-AUO97_RS10815	NZ_CP018664.1	2271813	2273123
gene-AUO97_RS10825	NZ_CP018664.1	2273402	2274331
gene-AUO97_RS10830	NZ_CP018664.1	2274630	2276015
gene-AUO97_RS10835	NZ_CP018664.1	2276049	2277416
gene-AUO97_RS10840	NZ_CP018664.1	2277475	2278482
gene-AUO97_RS10845	NZ_CP018664.1	2278698	2279723
gene-AUO97_RS10850	NZ_CP018664.1	2279825	2280433
gene-AUO97_RS10855	NZ_CP018664.1	2280689	2281561
gene-AUO97_RS10860	NZ_CP018664.1	2281928	2282914
gene-AUO97_RS10865	NZ_CP018664.1	2282936	2283979
gene-AUO97_RS10870	NZ_CP018664.1	2284165	2284656
gene-AUO97_RS10880	NZ_CP018664.1	2285751	2286302
gene-AUO97_RS10885	NZ_CP018664.1	2286299	2287594
gene-AUO97_RS10890	NZ_CP018664.1	2287696	2287986
gene-AUO97_RS10895	NZ_CP018664.1	2288209	2288520
gene-AUO97_RS10900	NZ_CP018664.1	2288609	2294986
gene-AUO97_RS10905	NZ_CP018664.1	2295068	2295397
gene-AUO97_RS10910	NZ_CP018664.1	2295519	2296118
gene-AUO97_RS10915	NZ_CP018664.1	2296228	2299101
gene-AUO97_RS10920	NZ_CP018664.1	2299936	2301219
gene-AUO97_RS10925	NZ_CP018664.1	2301357	2301491
gene-AUO97_RS10930	NZ_CP018664.1	2301547	2304381
gene-AUO97_RS10935	NZ_CP018664.1	2304914	2305630
gene-AUO97_RS10940	NZ_CP018664.1	2305663	2307312
gene-AUO97_RS10945	NZ_CP018664.1	2307335	2307688
gene-AUO97_RS10950	NZ_CP018664.1	2307781	2309202
gene-AUO97_RS10955	NZ_CP018664.1	2309630	2310181
gene-AUO97_RS10960	NZ_CP018664.1	2310188	2310865
gene-AUO97_RS10965	NZ_CP018664.1	2310949	2312736
gene-AUO97_RS10970	NZ_CP018664.1	2312750	2313259
gene-AUO97_RS10975	NZ_CP018664.1	2313256	2314587
gene-AUO97_RS10980	NZ_CP018664.1	2314599	2317283
gene-AUO97_RS10985	NZ_CP018664.1	2317287	2318303
gene-AUO97_RS10990	NZ_CP018664.1	2318322	2318864
gene-AUO97_RS10995	NZ_CP018664.1	2318864	2319382
gene-AUO97_RS11000	NZ_CP018664.1	2319382	2319690
gene-AUO97_RS11005	NZ_CP018664.1	2319687	2321576
gene-AUO97_RS11010	NZ_CP018664.1	2321578	2323176
gene-AUO97_RS11015	NZ_CP018664.1	2323179	2324675
gene-AUO97_RS11020	NZ_CP018664.1	2324776	2325411
gene-AUO97_RS11025	NZ_CP018664.1	2325528	2325821
gene-AUO97_RS11030	NZ_CP018664.1	2326087	2326434
gene-AUO97_RS11035	NZ_CP018664.1	2326446	2327333
gene-AUO97_RS11040	NZ_CP018664.1	2327420	2328181
gene-AUO97_RS11045	NZ_CP018664.1	2328232	2328651
gene-AUO97_RS11050	NZ_CP018664.1	2328944	2329171
gene-AUO97_RS11055	NZ_CP018664.1	2329399	2331075
gene-AUO97_RS19445	NZ_CP018664.1	2331204	2331374
gene-AUO97_RS11060	NZ_CP018664.1	2331387	2332586
gene-AUO97_RS11065	NZ_CP018664.1	2332704	2333585
gene-AUO97_RS11070	NZ_CP018664.1	2333650	2334777
gene-AUO97_RS11075	NZ_CP018664.1	2334818	2336461
gene-AUO97_RS11080	NZ_CP018664.1	2336458	2337027
gene-AUO97_RS11085	NZ_CP018664.1	2337206	2337829
gene-AUO97_RS11090	NZ_CP018664.1	2337992	2338180
gene-AUO97_RS11095	NZ_CP018664.1	2338309	2340372
gene-AUO97_RS11100	NZ_CP018664.1	2340658	2341158
gene-AUO97_RS11105	NZ_CP018664.1	2341304	2342533
gene-AUO97_RS11115	NZ_CP018664.1	2342679	2343551
gene-AUO97_RS11120	NZ_CP018664.1	2343582	2344148
gene-AUO97_RS11125	NZ_CP018664.1	2344505	2345098
gene-AUO97_RS11130	NZ_CP018664.1	2345213	2345782
gene-AUO97_RS11135	NZ_CP018664.1	2346079	2347419
gene-AUO97_RS11140	NZ_CP018664.1	2347638	2349671
gene-AUO97_RS11145	NZ_CP018664.1	2349687	2350412
gene-AUO97_RS11150	NZ_CP018664.1	2350445	2352856
gene-AUO97_RS11155	NZ_CP018664.1	2353018	2353971
gene-AUO97_RS11160	NZ_CP018664.1	2354051	2354995
gene-AUO97_RS11165	NZ_CP018664.1	2355080	2355889
gene-AUO97_RS11170	NZ_CP018664.1	2356030	2357439
gene-AUO97_RS11175	NZ_CP018664.1	2357489	2358223
gene-AUO97_RS11180	NZ_CP018664.1	2358239	2358991
gene-AUO97_RS11185	NZ_CP018664.1	2359022	2359825
gene-AUO97_RS11190	NZ_CP018664.1	2360075	2360770
gene-AUO97_RS11195	NZ_CP018664.1	2360781	2364230
gene-AUO97_RS11200	NZ_CP018664.1	2364232	2365269
gene-AUO97_RS11205	NZ_CP018664.1	2365364	2367400
gene-AUO97_RS11210	NZ_CP018664.1	2367654	2368118
gene-AUO97_RS11215	NZ_CP018664.1	2368414	2369607
gene-AUO97_RS11220	NZ_CP018664.1	2369675	2371105
gene-AUO97_RS11225	NZ_CP018664.1	2371093	2371944
gene-AUO97_RS11230	NZ_CP018664.1	2372301	2373035
gene-AUO97_RS11235	NZ_CP018664.1	2373126	2374406
gene-AUO97_RS11240	NZ_CP018664.1	2374408	2375565
gene-AUO97_RS11245	NZ_CP018664.1	2375562	2376311
gene-AUO97_RS11250	NZ_CP018664.1	2376312	2376968
gene-AUO97_RS11255	NZ_CP018664.1	2377021	2377944
gene-AUO97_RS11260	NZ_CP018664.1	2377986	2378582
gene-AUO97_RS11265	NZ_CP018664.1	2378579	2379370
gene-AUO97_RS11270	NZ_CP018664.1	2379599	2380216
gene-AUO97_RS11275	NZ_CP018664.1	2380306	2380968
gene-AUO97_RS11280	NZ_CP018664.1	2381065	2381625
gene-AUO97_RS11285	NZ_CP018664.1	2381700	2381885
gene-AUO97_RS11290	NZ_CP018664.1	2382038	2383024
gene-AUO97_RS11295	NZ_CP018664.1	2383021	2383755
gene-AUO97_RS11300	NZ_CP018664.1	2383840	2384076
gene-AUO97_RS11305	NZ_CP018664.1	2384267	2384740
gene-AUO97_RS11310	NZ_CP018664.1	2384786	2385553
gene-AUO97_RS11315	NZ_CP018664.1	2385651	2386325
gene-AUO97_RS11320	NZ_CP018664.1	2386391	2387050
gene-AUO97_RS11325	NZ_CP018664.1	2387468	2389249
gene-AUO97_RS11330	NZ_CP018664.1	2389249	2389809
gene-AUO97_RS11335	NZ_CP018664.1	2389865	2390245
gene-AUO97_RS11340	NZ_CP018664.1	2390377	2390958
gene-AUO97_RS11345	NZ_CP018664.1	2390979	2391275
gene-AUO97_RS11350	NZ_CP018664.1	2391375	2392325
gene-AUO97_RS11355	NZ_CP018664.1	2392362	2392436
gene-AUO97_RS11360	NZ_CP018664.1	2392528	2392602
gene-AUO97_RS11365	NZ_CP018664.1	2392624	2392698
gene-AUO97_RS11370	NZ_CP018664.1	2392726	2392800
gene-AUO97_RS11375	NZ_CP018664.1	2392799	2393632
gene-AUO97_RS11380	NZ_CP018664.1	2393651	2394229
gene-AUO97_RS11385	NZ_CP018664.1	2394234	2395943
gene-AUO97_RS11390	NZ_CP018664.1	2396032	2397315
gene-AUO97_RS11395	NZ_CP018664.1	2397312	2399177
gene-AUO97_RS11400	NZ_CP018664.1	2399336	2400493
gene-AUO97_RS11405	NZ_CP018664.1	2400565	2401617
gene-AUO97_RS11410	NZ_CP018664.1	2401628	2402365
gene-AUO97_RS11415	NZ_CP018664.1	2402586	2403137
gene-AUO97_RS11420	NZ_CP018664.1	2403179	2403655
gene-AUO97_RS11425	NZ_CP018664.1	2403791	2404282
gene-AUO97_RS11430	NZ_CP018664.1	2404284	2404547
gene-AUO97_RS11435	NZ_CP018664.1	2404575	2404929
gene-AUO97_RS11440	NZ_CP018664.1	2404994	2405070
gene-AUO97_RS11445	NZ_CP018664.1	2405220	2406404
gene-AUO97_RS11450	NZ_CP018664.1	2406454	2407434
gene-AUO97_RS11455	NZ_CP018664.1	2407538	2408650
gene-AUO97_RS11460	NZ_CP018664.1	2408671	2410323
gene-AUO97_RS11465	NZ_CP018664.1	2410335	2411309
gene-AUO97_RS11470	NZ_CP018664.1	2411352	2412467
gene-AUO97_RS11475	NZ_CP018664.1	2412532	2413983
gene-AUO97_RS11480	NZ_CP018664.1	2414031	2414987
gene-AUO97_RS11485	NZ_CP018664.1	2415145	2415221
gene-AUO97_RS11490	NZ_CP018664.1	2415265	2416293
gene-AUO97_RS11495	NZ_CP018664.1	2416286	2417911
gene-AUO97_RS11500	NZ_CP018664.1	2418296	2418856
gene-AUO97_RS11505	NZ_CP018664.1	2418947	2419807
gene-AUO97_RS11510	NZ_CP018664.1	2419978	2420430
gene-AUO97_RS11515	NZ_CP018664.1	2420449	2421678
gene-AUO97_RS11520	NZ_CP018664.1	2421975	2423300
gene-AUO97_RS11525	NZ_CP018664.1	2423501	2423875
gene-AUO97_RS11530	NZ_CP018664.1	2424035	2424505
gene-AUO97_RS11535	NZ_CP018664.1	2424684	2426822
gene-AUO97_RS11540	NZ_CP018664.1	2426917	2428107
gene-AUO97_RS11545	NZ_CP018664.1	2428311	2429192
gene-AUO97_RS11550	NZ_CP018664.1	2429429	2430304
gene-AUO97_RS11555	NZ_CP018664.1	2430413	2430868
gene-AUO97_RS11560	NZ_CP018664.1	2430913	2431728
gene-AUO97_RS11565	NZ_CP018664.1	2431747	2432478
gene-AUO97_RS11570	NZ_CP018664.1	2432599	2433546
gene-AUO97_RS11575	NZ_CP018664.1	2433816	2436848
gene-AUO97_RS11580	NZ_CP018664.1	2436998	2437618
gene-AUO97_RS11585	NZ_CP018664.1	2437661	2437948
gene-AUO97_RS11590	NZ_CP018664.1	2438032	2438304
gene-AUO97_RS11595	NZ_CP018664.1	2438307	2439119
gene-AUO97_RS11600	NZ_CP018664.1	2439190	2439912
gene-AUO97_RS11605	NZ_CP018664.1	2440034	2441080
gene-AUO97_RS11610	NZ_CP018664.1	2441097	2442023
gene-AUO97_RS11615	NZ_CP018664.1	2442268	2442921
gene-AUO97_RS11620	NZ_CP018664.1	2443115	2445154
gene-AUO97_RS11625	NZ_CP018664.1	2445179	2445631
gene-AUO97_RS11630	NZ_CP018664.1	2445831	2447249
gene-AUO97_RS11635	NZ_CP018664.1	2447264	2448172
gene-AUO97_RS11640	NZ_CP018664.1	2448293	2449075
gene-AUO97_RS11645	NZ_CP018664.1	2449184	2450032
gene-AUO97_RS11650	NZ_CP018664.1	2450285	2450740
gene-AUO97_RS11660	NZ_CP018664.1	2450893	2451960
gene-AUO97_RS11665	NZ_CP018664.1	2451960	2452283
gene-AUO97_RS11670	NZ_CP018664.1	2452338	2452736
gene-AUO97_RS11675	NZ_CP018664.1	2452848	2453285
gene-AUO97_RS11680	NZ_CP018664.1	2453355	2454473
gene-AUO97_RS11685	NZ_CP018664.1	2454501	2455538
gene-AUO97_RS11690	NZ_CP018664.1	2455665	2456357
gene-AUO97_RS11695	NZ_CP018664.1	2456559	2460155
gene-AUO97_RS11700	NZ_CP018664.1	2460165	2461433
gene-AUO97_RS11705	NZ_CP018664.1	2461598	2462071
gene-AUO97_RS11710	NZ_CP018664.1	2462139	2462516
gene-AUO97_RS11715	NZ_CP018664.1	2462896	2463348
gene-AUO97_RS11720	NZ_CP018664.1	2463437	2464342
gene-AUO97_RS11725	NZ_CP018664.1	2464334	2465449
gene-AUO97_RS11730	NZ_CP018664.1	2465475	2466488
gene-AUO97_RS11735	NZ_CP018664.1	2466631	2467128
gene-AUO97_RS11740	NZ_CP018664.1	2467398	2468549
gene-AUO97_RS11745	NZ_CP018664.1	2468556	2470079
gene-AUO97_RS11750	NZ_CP018664.1	2470383	2472368
gene-AUO97_RS11755	NZ_CP018664.1	2472532	2472891
gene-AUO97_RS11760	NZ_CP018664.1	2473139	2473741
gene-AUO97_RS11765	NZ_CP018664.1	2473754	2474254
gene-AUO97_RS11770	NZ_CP018664.1	2474263	2475369
gene-AUO97_RS11775	NZ_CP018664.1	2475378	2476106
gene-AUO97_RS11780	NZ_CP018664.1	2476298	2476582
gene-AUO97_RS11790	NZ_CP018664.1	2477230	2478576
gene-AUO97_RS11795	NZ_CP018664.1	2478655	2480040
gene-AUO97_RS11800	NZ_CP018664.1	2480213	2481157
gene-AUO97_RS11805	NZ_CP018664.1	2481345	2482235
gene-AUO97_RS11810	NZ_CP018664.1	2482249	2482524
gene-AUO97_RS11820	NZ_CP018664.1	2483700	2485613
gene-AUO97_RS11825	NZ_CP018664.1	2485669	2487003
gene-AUO97_RS11830	NZ_CP018664.1	2487009	2487887
gene-AUO97_RS11835	NZ_CP018664.1	2488104	2488574
gene-AUO97_RS11840	NZ_CP018664.1	2488666	2490306
gene-AUO97_RS11845	NZ_CP018664.1	2490818	2492476
gene-AUO97_RS11850	NZ_CP018664.1	2492572	2494044
gene-AUO97_RS11855	NZ_CP018664.1	2494037	2494660
gene-AUO97_RS11860	NZ_CP018664.1	2494926	2496548
gene-AUO97_RS11865	NZ_CP018664.1	2496666	2498732
gene-AUO97_RS11870	NZ_CP018664.1	2498744	2499358
gene-AUO97_RS11875	NZ_CP018664.1	2499620	2500135
gene-AUO97_RS11880	NZ_CP018664.1	2500246	2500446
gene-AUO97_RS11885	NZ_CP018664.1	2500945	2501943
gene-AUO97_RS11890	NZ_CP018664.1	2501981	2503243
gene-AUO97_RS11895	NZ_CP018664.1	2503432	2503962
gene-AUO97_RS11900	NZ_CP018664.1	2504049	2504390
gene-AUO97_RS11905	NZ_CP018664.1	2504627	2506621
gene-AUO97_RS11910	NZ_CP018664.1	2506635	2507894
gene-AUO97_RS11915	NZ_CP018664.1	2507977	2508396
gene-AUO97_RS11920	NZ_CP018664.1	2508499	2509287
gene-AUO97_RS11925	NZ_CP018664.1	2509534	2510115
gene-AUO97_RS11930	NZ_CP018664.1	2510130	2510429
gene-AUO97_RS11935	NZ_CP018664.1	2510476	2511288
gene-AUO97_RS11940	NZ_CP018664.1	2511562	2511867
gene-AUO97_RS11945	NZ_CP018664.1	2511895	2512194
gene-AUO97_RS11950	NZ_CP018664.1	2512211	2513278
gene-AUO97_RS11955	NZ_CP018664.1	2513271	2514035
