GeneID	GenedbRef	GeneName	Locus_tag	Start	End
gene-AUO97_RS10285	Gene	AUO97_RS10285	AUO97_RS10285	2164679	2165473
gene-AUO97_RS10290	Gene	AUO97_RS10290	AUO97_RS10290	2165490	2166356
gene-AUO97_RS10295	Gene	AUO97_RS10295	AUO97_RS10295	2166367	2167155
gene-AUO97_RS10300	Gene	AUO97_RS10300	AUO97_RS10300	2167252	2170059
gene-AUO97_RS10305	Gene	cysM	AUO97_RS10305	2170232	2171146
gene-AUO97_RS10310	Gene	AUO97_RS10310	AUO97_RS10310	2171169	2171987
gene-AUO97_RS10315	Gene	rlmD	AUO97_RS10315	2171997	2173388
gene-AUO97_RS10320	Gene	AUO97_RS10320	AUO97_RS10320	2173419	2175725
gene-AUO97_RS10325	Gene	AUO97_RS10325	AUO97_RS10325	2175770	2176543
gene-AUO97_RS10330	Gene	mazG	AUO97_RS10330	2176655	2177461
gene-AUO97_RS10335	Gene	AUO97_RS10335	AUO97_RS10335	2177430	2177840
gene-AUO97_RS10340	Gene	pcnB	AUO97_RS10340	2177965	2179428
gene-AUO97_RS10345	Gene	folK	AUO97_RS10345	2179425	2179907
gene-AUO97_RS10350	Gene	panB	AUO97_RS10350	2179953	2180762
gene-AUO97_RS10355	Gene	AUO97_RS10355	AUO97_RS10355	2180766	2181614
gene-AUO97_RS10360	Gene	rapZ	AUO97_RS10360	2181637	2182488
gene-AUO97_RS10365	Gene	AUO97_RS10365	AUO97_RS10365	2182485	2182754
gene-AUO97_RS10370	Gene	AUO97_RS10370	AUO97_RS10370	2182757	2183293
gene-AUO97_RS10375	Gene	AUO97_RS10375	AUO97_RS10375	2183353	2184981
gene-AUO97_RS10380	Gene	thrS	AUO97_RS10380	2185393	2187315
gene-AUO97_RS10385	Gene	infC	AUO97_RS10385	2187321	2187872
gene-AUO97_RS10395	Gene	AUO97_RS10395	AUO97_RS10395	2188078	2188698
gene-AUO97_RS10400	Gene	AUO97_RS10400	AUO97_RS10400	2188751	2189179
gene-AUO97_RS10405	Gene	nreB	AUO97_RS10405	2189219	2190469
gene-AUO97_RS10415	Gene	rpmI	AUO97_RS10415	2190718	2190912
gene-AUO97_RS10420	Gene	rplT	AUO97_RS10420	2190924	2191283
gene-AUO97_RS10435	Gene	AUO97_RS10435	AUO97_RS10435	2191986	2192489
gene-AUO97_RS10440	Gene	AUO97_RS10440	AUO97_RS10440	2192496	2193497
gene-AUO97_RS10445	Gene	pheS	AUO97_RS10445	2193655	2194635
gene-AUO97_RS10450	Gene	pheT	AUO97_RS10450	2194669	2197050
gene-AUO97_RS10455	Gene	AUO97_RS10455	AUO97_RS10455	2197047	2197343
gene-AUO97_RS10460	Gene	AUO97_RS10460	AUO97_RS10460	2197514	2197765
gene-AUO97_RS19440	Gene	AUO97_RS19440	AUO97_RS19440	2197860	2197985
gene-AUO97_RS10465	Gene	rho	AUO97_RS10465	2198180	2199448
gene-AUO97_RS10470	Gene	trxA	AUO97_RS10470	2199770	2200096
gene-AUO97_RS10475	Gene	ppx	AUO97_RS10475	2200376	2201896
gene-AUO97_RS10480	Gene	AUO97_RS10480	AUO97_RS10480	2201915	2202736
gene-AUO97_RS10485	Gene	tilS	AUO97_RS10485	2202673	2204076
gene-AUO97_RS10490	Gene	AUO97_RS10490	AUO97_RS10490	2204048	2204884
gene-AUO97_RS10495	Gene	AUO97_RS10495	AUO97_RS10495	2204906	2205475
gene-AUO97_RS10500	Gene	polA	AUO97_RS10500	2205535	2208306
gene-AUO97_RS10505	Gene	AUO97_RS10505	AUO97_RS10505	2208461	2211268
gene-AUO97_RS10510	Gene	AUO97_RS10510	AUO97_RS10510	2211258	2212175
gene-AUO97_RS10515	Gene	AUO97_RS10515	AUO97_RS10515	2212185	2213006
gene-AUO97_RS10520	Gene	gspE	AUO97_RS10520	2213103	2214593
gene-AUO97_RS10525	Gene	AUO97_RS10525	AUO97_RS10525	2214648	2215079
gene-AUO97_RS10530	Gene	AUO97_RS10530	AUO97_RS10530	2215167	2215604
gene-AUO97_RS10535	Gene	AUO97_RS10535	AUO97_RS10535	2215764	2216141
gene-AUO97_RS10540	Gene	AUO97_RS10540	AUO97_RS10540	2216156	2216980
gene-AUO97_RS10545	Gene	gigB	AUO97_RS10545	2217007	2217528
gene-AUO97_RS10550	Gene	gigA	AUO97_RS10550	2217631	2218599
gene-AUO97_RS10555	Gene	AUO97_RS10555	AUO97_RS10555	2218715	2219464
gene-AUO97_RS10560	Gene	AUO97_RS10560	AUO97_RS10560	2220186	2221722
gene-AUO97_RS10565	Gene	AUO97_RS10565	AUO97_RS10565	2221782	2221858
gene-AUO97_RS10570	Gene	AUO97_RS10570	AUO97_RS10570	2221914	2221989
gene-AUO97_RS10575	Gene	AUO97_RS10575	AUO97_RS10575	2222330	2225222
gene-AUO97_RS10580	Gene	rrf	AUO97_RS10580	2225408	2225522
gene-AUO97_RS10585	Gene	AUO97_RS10585	AUO97_RS10585	2225762	2227210
gene-AUO97_RS10590	Gene	raiA	AUO97_RS10590	2227379	2227717
gene-AUO97_RS10595	Gene	ibaG	AUO97_RS10595	2227856	2228107
gene-AUO97_RS10600	Gene	murA	AUO97_RS10600	2228114	2229370
gene-AUO97_RS10605	Gene	AUO97_RS10605	AUO97_RS10605	2229370	2230053
gene-AUO97_RS10610	Gene	hisD	AUO97_RS10610	2230159	2231448
gene-AUO97_RS10615	Gene	AUO97_RS10615	AUO97_RS10615	2231518	2232603
gene-AUO97_RS10620	Gene	AUO97_RS10620	AUO97_RS10620	2232607	2233962
gene-AUO97_RS10625	Gene	AUO97_RS10625	AUO97_RS10625	2234314	2235153
gene-AUO97_RS10630	Gene	AUO97_RS10630	AUO97_RS10630	2235450	2236283
gene-AUO97_RS10640	Gene	AUO97_RS10640	AUO97_RS10640	2237532	2239196
gene-AUO97_RS10650	Gene	AUO97_RS10650	AUO97_RS10650	2240603	2242534
gene-AUO97_RS10655	Gene	AUO97_RS10655	AUO97_RS10655	2242590	2243138
gene-AUO97_RS10660	Gene	AUO97_RS10660	AUO97_RS10660	2243253	2243879
gene-AUO97_RS10665	Gene	AUO97_RS10665	AUO97_RS10665	2243902	2244429
gene-AUO97_RS10670	Gene	tsaB	AUO97_RS10670	2244562	2245227
gene-AUO97_RS10675	Gene	AUO97_RS10675	AUO97_RS10675	2245239	2246030
gene-AUO97_RS10680	Gene	AUO97_RS10680	AUO97_RS10680	2246167	2247618
gene-AUO97_RS10685	Gene	fghA	AUO97_RS10685	2247587	2248432
gene-AUO97_RS10690	Gene	AUO97_RS10690	AUO97_RS10690	2248436	2248708
gene-AUO97_RS10695	Gene	rpe	AUO97_RS10695	2248893	2249579
gene-AUO97_RS10700	Gene	AUO97_RS10700	AUO97_RS10700	2249936	2250757
gene-AUO97_RS10705	Gene	AUO97_RS10705	AUO97_RS10705	2250858	2251253
gene-AUO97_RS10710	Gene	AUO97_RS10710	AUO97_RS10710	2251294	2253228
gene-AUO97_RS10715	Gene	AUO97_RS10715	AUO97_RS10715	2253215	2253970
gene-AUO97_RS10720	Gene	AUO97_RS10720	AUO97_RS10720	2253999	2254994
gene-AUO97_RS10725	Gene	AUO97_RS10725	AUO97_RS10725	2255144	2255464
gene-AUO97_RS10730	Gene	AUO97_RS10730	AUO97_RS10730	2255476	2255955
gene-AUO97_RS10735	Gene	argJ	AUO97_RS10735	2256092	2257312
gene-AUO97_RS10740	Gene	nadA	AUO97_RS10740	2257459	2258523
gene-AUO97_RS10745	Gene	AUO97_RS10745	AUO97_RS10745	2258666	2258742
gene-AUO97_RS10750	Gene	AUO97_RS10750	AUO97_RS10750	2258799	2258875
gene-AUO97_RS10755	Gene	AUO97_RS10755	AUO97_RS10755	2258909	2258984
gene-AUO97_RS10760	Gene	AUO97_RS10760	AUO97_RS10760	2258989	2259065
gene-AUO97_RS10765	Gene	add	AUO97_RS10765	2259221	2260216
gene-AUO97_RS10770	Gene	AUO97_RS10770	AUO97_RS10770	2260618	2261793
gene-AUO97_RS10775	Gene	AUO97_RS10775	AUO97_RS10775	2261887	2262834
gene-AUO97_RS10780	Gene	AUO97_RS10780	AUO97_RS10780	2263080	2264300
gene-AUO97_RS10785	Gene	AUO97_RS10785	AUO97_RS10785	2264522	2265844
gene-AUO97_RS10790	Gene	AUO97_RS10790	AUO97_RS10790	2265897	2267126
gene-AUO97_RS10795	Gene	tcuB	AUO97_RS10795	2267231	2268364
gene-AUO97_RS10800	Gene	tcuA	AUO97_RS10800	2268354	2269760
gene-AUO97_RS10805	Gene	AUO97_RS10805	AUO97_RS10805	2269864	2270793
gene-AUO97_RS10810	Gene	AUO97_RS10810	AUO97_RS10810	2270925	2271719
gene-AUO97_RS10815	Gene	AUO97_RS10815	AUO97_RS10815	2271813	2273123
gene-AUO97_RS10825	Gene	AUO97_RS10825	AUO97_RS10825	2273402	2274331
gene-AUO97_RS10830	Gene	AUO97_RS10830	AUO97_RS10830	2274630	2276015
gene-AUO97_RS10835	Gene	AUO97_RS10835	AUO97_RS10835	2276049	2277416
gene-AUO97_RS10840	Gene	AUO97_RS10840	AUO97_RS10840	2277475	2278482
gene-AUO97_RS10845	Gene	AUO97_RS10845	AUO97_RS10845	2278698	2279723
gene-AUO97_RS10850	Gene	AUO97_RS10850	AUO97_RS10850	2279825	2280433
gene-AUO97_RS10855	Gene	AUO97_RS10855	AUO97_RS10855	2280689	2281561
gene-AUO97_RS10860	Gene	AUO97_RS10860	AUO97_RS10860	2281928	2282914
gene-AUO97_RS10865	Gene	AUO97_RS10865	AUO97_RS10865	2282936	2283979
gene-AUO97_RS10870	Gene	AUO97_RS10870	AUO97_RS10870	2284165	2284656
gene-AUO97_RS10880	Gene	AUO97_RS10880	AUO97_RS10880	2285751	2286302
gene-AUO97_RS10885	Gene	AUO97_RS10885	AUO97_RS10885	2286299	2287594
gene-AUO97_RS10890	Gene	AUO97_RS10890	AUO97_RS10890	2287696	2287986
gene-AUO97_RS10895	Gene	AUO97_RS10895	AUO97_RS10895	2288209	2288520
gene-AUO97_RS10900	Gene	AUO97_RS10900	AUO97_RS10900	2288609	2294986
gene-AUO97_RS10905	Gene	AUO97_RS10905	AUO97_RS10905	2295068	2295397
gene-AUO97_RS10910	Gene	AUO97_RS10910	AUO97_RS10910	2295519	2296118
gene-AUO97_RS10915	Gene	AUO97_RS10915	AUO97_RS10915	2296228	2299101
gene-AUO97_RS10920	Gene	AUO97_RS10920	AUO97_RS10920	2299936	2301219
gene-AUO97_RS10925	Gene	AUO97_RS10925	AUO97_RS10925	2301357	2301491
gene-AUO97_RS10930	Gene	AUO97_RS10930	AUO97_RS10930	2301547	2304381
gene-AUO97_RS10935	Gene	bfmR	AUO97_RS10935	2304914	2305630
gene-AUO97_RS10940	Gene	bfmS	AUO97_RS10940	2305663	2307312
gene-AUO97_RS10945	Gene	AUO97_RS10945	AUO97_RS10945	2307335	2307688
gene-AUO97_RS10950	Gene	AUO97_RS10950	AUO97_RS10950	2307781	2309202
gene-AUO97_RS10955	Gene	ndhC	AUO97_RS10955	2309630	2310181
gene-AUO97_RS10960	Gene	AUO97_RS10960	AUO97_RS10960	2310188	2310865
gene-AUO97_RS10965	Gene	nuoC	AUO97_RS10965	2310949	2312736
gene-AUO97_RS10970	Gene	nuoE	AUO97_RS10970	2312750	2313259
gene-AUO97_RS10975	Gene	nuoF	AUO97_RS10975	2313256	2314587
gene-AUO97_RS10980	Gene	nuoG	AUO97_RS10980	2314599	2317283
gene-AUO97_RS10985	Gene	nuoH	AUO97_RS10985	2317287	2318303
gene-AUO97_RS10990	Gene	nuoI	AUO97_RS10990	2318322	2318864
gene-AUO97_RS10995	Gene	nuoJ	AUO97_RS10995	2318864	2319382
gene-AUO97_RS11000	Gene	nuoK	AUO97_RS11000	2319382	2319690
gene-AUO97_RS11005	Gene	nuoL	AUO97_RS11005	2319687	2321576
gene-AUO97_RS11010	Gene	nuoM	AUO97_RS11010	2321578	2323176
gene-AUO97_RS11015	Gene	nuoN	AUO97_RS11015	2323179	2324675
gene-AUO97_RS11020	Gene	upp	AUO97_RS11020	2324776	2325411
gene-AUO97_RS11025	Gene	AUO97_RS11025	AUO97_RS11025	2325528	2325821
gene-AUO97_RS11030	Gene	AUO97_RS11030	AUO97_RS11030	2326087	2326434
gene-AUO97_RS11035	Gene	gigC	AUO97_RS11035	2326446	2327333
gene-AUO97_RS11040	Gene	AUO97_RS11040	AUO97_RS11040	2327420	2328181
gene-AUO97_RS11045	Gene	AUO97_RS11045	AUO97_RS11045	2328232	2328651
gene-AUO97_RS11050	Gene	AUO97_RS11050	AUO97_RS11050	2328944	2329171
gene-AUO97_RS11055	Gene	AUO97_RS11055	AUO97_RS11055	2329399	2331075
gene-AUO97_RS19445	Gene	AUO97_RS19445	AUO97_RS19445	2331204	2331374
gene-AUO97_RS11060	Gene	AUO97_RS11060	AUO97_RS11060	2331387	2332586
gene-AUO97_RS11065	Gene	AUO97_RS11065	AUO97_RS11065	2332704	2333585
gene-AUO97_RS11070	Gene	AUO97_RS11070	AUO97_RS11070	2333650	2334777
gene-AUO97_RS11075	Gene	AUO97_RS11075	AUO97_RS11075	2334818	2336461
gene-AUO97_RS11080	Gene	AUO97_RS11080	AUO97_RS11080	2336458	2337027
gene-AUO97_RS11085	Gene	AUO97_RS11085	AUO97_RS11085	2337206	2337829
gene-AUO97_RS11090	Gene	AUO97_RS11090	AUO97_RS11090	2337992	2338180
gene-AUO97_RS11095	Gene	metG	AUO97_RS11095	2338309	2340372
gene-AUO97_RS11100	Gene	AUO97_RS11100	AUO97_RS11100	2340658	2341158
gene-AUO97_RS11105	Gene	apbC	AUO97_RS11105	2341304	2342533
gene-AUO97_RS11115	Gene	AUO97_RS11115	AUO97_RS11115	2342679	2343551
gene-AUO97_RS11120	Gene	AUO97_RS11120	AUO97_RS11120	2343582	2344148
gene-AUO97_RS11125	Gene	AUO97_RS11125	AUO97_RS11125	2344505	2345098
gene-AUO97_RS11130	Gene	AUO97_RS11130	AUO97_RS11130	2345213	2345782
gene-AUO97_RS11135	Gene	AUO97_RS11135	AUO97_RS11135	2346079	2347419
gene-AUO97_RS11140	Gene	AUO97_RS11140	AUO97_RS11140	2347638	2349671
gene-AUO97_RS11145	Gene	AUO97_RS11145	AUO97_RS11145	2349687	2350412
gene-AUO97_RS11150	Gene	AUO97_RS11150	AUO97_RS11150	2350445	2352856
gene-AUO97_RS11155	Gene	AUO97_RS11155	AUO97_RS11155	2353018	2353971
gene-AUO97_RS11160	Gene	AUO97_RS11160	AUO97_RS11160	2354051	2354995
gene-AUO97_RS11165	Gene	ccsA	AUO97_RS11165	2355080	2355889
gene-AUO97_RS11170	Gene	ffh	AUO97_RS11170	2356030	2357439
gene-AUO97_RS11175	Gene	AUO97_RS11175	AUO97_RS11175	2357489	2358223
gene-AUO97_RS11180	Gene	AUO97_RS11180	AUO97_RS11180	2358239	2358991
gene-AUO97_RS11185	Gene	AUO97_RS11185	AUO97_RS11185	2359022	2359825
gene-AUO97_RS11190	Gene	AUO97_RS11190	AUO97_RS11190	2360075	2360770
gene-AUO97_RS11195	Gene	smc	AUO97_RS11195	2360781	2364230
gene-AUO97_RS11200	Gene	AUO97_RS11200	AUO97_RS11200	2364232	2365269
gene-AUO97_RS11205	Gene	ligA	AUO97_RS11205	2365364	2367400
gene-AUO97_RS11210	Gene	bfr	AUO97_RS11210	2367654	2368118
gene-AUO97_RS11215	Gene	AUO97_RS11215	AUO97_RS11215	2368414	2369607
gene-AUO97_RS11220	Gene	AUO97_RS11220	AUO97_RS11220	2369675	2371105
gene-AUO97_RS11225	Gene	otsB	AUO97_RS11225	2371093	2371944
gene-AUO97_RS11230	Gene	AUO97_RS11230	AUO97_RS11230	2372301	2373035
gene-AUO97_RS11235	Gene	bioA	AUO97_RS11235	2373126	2374406
gene-AUO97_RS11240	Gene	AUO97_RS11240	AUO97_RS11240	2374408	2375565
gene-AUO97_RS11245	Gene	bioC	AUO97_RS11245	2375562	2376311
gene-AUO97_RS11250	Gene	bioD	AUO97_RS11250	2376312	2376968
gene-AUO97_RS11255	Gene	rluB	AUO97_RS11255	2377021	2377944
gene-AUO97_RS11260	Gene	scpB	AUO97_RS11260	2377986	2378582
gene-AUO97_RS11265	Gene	AUO97_RS11265	AUO97_RS11265	2378579	2379370
gene-AUO97_RS11270	Gene	AUO97_RS11270	AUO97_RS11270	2379599	2380216
gene-AUO97_RS11275	Gene	AUO97_RS11275	AUO97_RS11275	2380306	2380968
gene-AUO97_RS11280	Gene	AUO97_RS11280	AUO97_RS11280	2381065	2381625
gene-AUO97_RS11285	Gene	rpmF	AUO97_RS11285	2381700	2381885
gene-AUO97_RS11290	Gene	fabD	AUO97_RS11290	2382038	2383024
gene-AUO97_RS11295	Gene	fabG	AUO97_RS11295	2383021	2383755
gene-AUO97_RS11300	Gene	acpP	AUO97_RS11300	2383840	2384076
gene-AUO97_RS11305	Gene	lysM	AUO97_RS11305	2384267	2384740
gene-AUO97_RS11310	Gene	AUO97_RS11310	AUO97_RS11310	2384786	2385553
gene-AUO97_RS11315	Gene	AUO97_RS11315	AUO97_RS11315	2385651	2386325
gene-AUO97_RS11320	Gene	ribB	AUO97_RS11320	2386391	2387050
gene-AUO97_RS11325	Gene	AUO97_RS11325	AUO97_RS11325	2387468	2389249
gene-AUO97_RS11330	Gene	AUO97_RS11330	AUO97_RS11330	2389249	2389809
gene-AUO97_RS11335	Gene	AUO97_RS11335	AUO97_RS11335	2389865	2390245
gene-AUO97_RS11340	Gene	pth	AUO97_RS11340	2390377	2390958
gene-AUO97_RS11345	Gene	rplY	AUO97_RS11345	2390979	2391275
gene-AUO97_RS11350	Gene	AUO97_RS11350	AUO97_RS11350	2391375	2392325
gene-AUO97_RS11355	Gene	AUO97_RS11355	AUO97_RS11355	2392362	2392436
gene-AUO97_RS11360	Gene	AUO97_RS11360	AUO97_RS11360	2392528	2392602
gene-AUO97_RS11365	Gene	AUO97_RS11365	AUO97_RS11365	2392624	2392698
gene-AUO97_RS11370	Gene	AUO97_RS11370	AUO97_RS11370	2392726	2392800
gene-AUO97_RS11375	Gene	ispE	AUO97_RS11375	2392799	2393632
gene-AUO97_RS11380	Gene	lolB	AUO97_RS11380	2393651	2394229
gene-AUO97_RS11385	Gene	AUO97_RS11385	AUO97_RS11385	2394234	2395943
gene-AUO97_RS11390	Gene	AUO97_RS11390	AUO97_RS11390	2396032	2397315
gene-AUO97_RS11395	Gene	AUO97_RS11395	AUO97_RS11395	2397312	2399177
gene-AUO97_RS11400	Gene	AUO97_RS11400	AUO97_RS11400	2399336	2400493
gene-AUO97_RS11405	Gene	rluD	AUO97_RS11405	2400565	2401617
gene-AUO97_RS11410	Gene	pgeF	AUO97_RS11410	2401628	2402365
gene-AUO97_RS11415	Gene	AUO97_RS11415	AUO97_RS11415	2402586	2403137
gene-AUO97_RS11420	Gene	smpB	AUO97_RS11420	2403179	2403655
gene-AUO97_RS11425	Gene	coaD	AUO97_RS11425	2403791	2404282
gene-AUO97_RS11430	Gene	AUO97_RS11430	AUO97_RS11430	2404284	2404547
gene-AUO97_RS11435	Gene	rnpB	AUO97_RS11435	2404575	2404929
gene-AUO97_RS11440	Gene	AUO97_RS11440	AUO97_RS11440	2404994	2405070
gene-AUO97_RS11445	Gene	AUO97_RS11445	AUO97_RS11445	2405220	2406404
gene-AUO97_RS11450	Gene	AUO97_RS11450	AUO97_RS11450	2406454	2407434
gene-AUO97_RS11455	Gene	AUO97_RS11455	AUO97_RS11455	2407538	2408650
gene-AUO97_RS11460	Gene	AUO97_RS11460	AUO97_RS11460	2408671	2410323
gene-AUO97_RS11465	Gene	AUO97_RS11465	AUO97_RS11465	2410335	2411309
gene-AUO97_RS11470	Gene	AUO97_RS11470	AUO97_RS11470	2411352	2412467
gene-AUO97_RS11475	Gene	AUO97_RS11475	AUO97_RS11475	2412532	2413983
gene-AUO97_RS11480	Gene	AUO97_RS11480	AUO97_RS11480	2414031	2414987
gene-AUO97_RS11485	Gene	AUO97_RS11485	AUO97_RS11485	2415145	2415221
gene-AUO97_RS11490	Gene	AUO97_RS11490	AUO97_RS11490	2415265	2416293
gene-AUO97_RS11495	Gene	AUO97_RS11495	AUO97_RS11495	2416286	2417911
gene-AUO97_RS11500	Gene	AUO97_RS11500	AUO97_RS11500	2418296	2418856
gene-AUO97_RS11505	Gene	AUO97_RS11505	AUO97_RS11505	2418947	2419807
gene-AUO97_RS11510	Gene	hemJ	AUO97_RS11510	2419978	2420430
gene-AUO97_RS11515	Gene	AUO97_RS11515	AUO97_RS11515	2420449	2421678
gene-AUO97_RS11520	Gene	AUO97_RS11520	AUO97_RS11520	2421975	2423300
gene-AUO97_RS11525	Gene	rpsL	AUO97_RS11525	2423501	2423875
gene-AUO97_RS11530	Gene	rpsG	AUO97_RS11530	2424035	2424505
gene-AUO97_RS11535	Gene	fusA	AUO97_RS11535	2424684	2426822
gene-AUO97_RS11540	Gene	tuf	AUO97_RS11540	2426917	2428107
gene-AUO97_RS11545	Gene	AUO97_RS11545	AUO97_RS11545	2428311	2429192
gene-AUO97_RS11550	Gene	AUO97_RS11550	AUO97_RS11550	2429429	2430304
gene-AUO97_RS11555	Gene	rimI	AUO97_RS11555	2430413	2430868
gene-AUO97_RS11560	Gene	AUO97_RS11560	AUO97_RS11560	2430913	2431728
gene-AUO97_RS11565	Gene	AUO97_RS11565	AUO97_RS11565	2431747	2432478
gene-AUO97_RS11570	Gene	trxB	AUO97_RS11570	2432599	2433546
gene-AUO97_RS11575	Gene	AUO97_RS11575	AUO97_RS11575	2433816	2436848
gene-AUO97_RS11580	Gene	rhtC	AUO97_RS11580	2436998	2437618
gene-AUO97_RS11585	Gene	AUO97_RS11585	AUO97_RS11585	2437661	2437948
gene-AUO97_RS11590	Gene	minE	AUO97_RS11590	2438032	2438304
gene-AUO97_RS11595	Gene	minD	AUO97_RS11595	2438307	2439119
gene-AUO97_RS11600	Gene	minC	AUO97_RS11600	2439190	2439912
gene-AUO97_RS11605	Gene	AUO97_RS11605	AUO97_RS11605	2440034	2441080
gene-AUO97_RS11610	Gene	AUO97_RS11610	AUO97_RS11610	2441097	2442023
gene-AUO97_RS11615	Gene	AUO97_RS11615	AUO97_RS11615	2442268	2442921
gene-AUO97_RS11620	Gene	rep	AUO97_RS11620	2443115	2445154
gene-AUO97_RS11625	Gene	dut	AUO97_RS11625	2445179	2445631
gene-AUO97_RS11630	Gene	AUO97_RS11630	AUO97_RS11630	2445831	2447249
gene-AUO97_RS11635	Gene	argB	AUO97_RS11635	2447264	2448172
gene-AUO97_RS11640	Gene	AUO97_RS11640	AUO97_RS11640	2448293	2449075
gene-AUO97_RS11645	Gene	AUO97_RS11645	AUO97_RS11645	2449184	2450032
gene-AUO97_RS11650	Gene	AUO97_RS11650	AUO97_RS11650	2450285	2450740
gene-AUO97_RS11660	Gene	AUO97_RS11660	AUO97_RS11660	2450893	2451960
gene-AUO97_RS11665	Gene	AUO97_RS11665	AUO97_RS11665	2451960	2452283
gene-AUO97_RS11670	Gene	AUO97_RS11670	AUO97_RS11670	2452338	2452736
gene-AUO97_RS11675	Gene	fur	AUO97_RS11675	2452848	2453285
gene-AUO97_RS11680	Gene	AUO97_RS11680	AUO97_RS11680	2453355	2454473
gene-AUO97_RS11685	Gene	AUO97_RS11685	AUO97_RS11685	2454501	2455538
gene-AUO97_RS11690	Gene	AUO97_RS11690	AUO97_RS11690	2455665	2456357
gene-AUO97_RS11695	Gene	AUO97_RS11695	AUO97_RS11695	2456559	2460155
gene-AUO97_RS11700	Gene	AUO97_RS11700	AUO97_RS11700	2460165	2461433
gene-AUO97_RS11705	Gene	AUO97_RS11705	AUO97_RS11705	2461598	2462071
gene-AUO97_RS11710	Gene	AUO97_RS11710	AUO97_RS11710	2462139	2462516
gene-AUO97_RS11715	Gene	AUO97_RS11715	AUO97_RS11715	2462896	2463348
gene-AUO97_RS11720	Gene	AUO97_RS11720	AUO97_RS11720	2463437	2464342
gene-AUO97_RS11725	Gene	AUO97_RS11725	AUO97_RS11725	2464334	2465449
gene-AUO97_RS11730	Gene	hemB	AUO97_RS11730	2465475	2466488
gene-AUO97_RS11735	Gene	AUO97_RS11735	AUO97_RS11735	2466631	2467128
gene-AUO97_RS11740	Gene	AUO97_RS11740	AUO97_RS11740	2467398	2468549
gene-AUO97_RS11745	Gene	AUO97_RS11745	AUO97_RS11745	2468556	2470079
gene-AUO97_RS11750	Gene	AUO97_RS11750	AUO97_RS11750	2470383	2472368
gene-AUO97_RS11755	Gene	ssrA	AUO97_RS11755	2472532	2472891
gene-AUO97_RS11760	Gene	AUO97_RS11760	AUO97_RS11760	2473139	2473741
gene-AUO97_RS11765	Gene	AUO97_RS11765	AUO97_RS11765	2473754	2474254
gene-AUO97_RS11770	Gene	AUO97_RS11770	AUO97_RS11770	2474263	2475369
gene-AUO97_RS11775	Gene	AUO97_RS11775	AUO97_RS11775	2475378	2476106
gene-AUO97_RS11780	Gene	AUO97_RS11780	AUO97_RS11780	2476298	2476582
gene-AUO97_RS11790	Gene	AUO97_RS11790	AUO97_RS11790	2477230	2478576
gene-AUO97_RS11795	Gene	AUO97_RS11795	AUO97_RS11795	2478655	2480040
gene-AUO97_RS11800	Gene	AUO97_RS11800	AUO97_RS11800	2480213	2481157
gene-AUO97_RS11805	Gene	AUO97_RS11805	AUO97_RS11805	2481345	2482235
gene-AUO97_RS11810	Gene	AUO97_RS11810	AUO97_RS11810	2482249	2482524
gene-AUO97_RS11820	Gene	AUO97_RS11820	AUO97_RS11820	2483700	2485613
gene-AUO97_RS11825	Gene	AUO97_RS11825	AUO97_RS11825	2485669	2487003
gene-AUO97_RS11830	Gene	AUO97_RS11830	AUO97_RS11830	2487009	2487887
gene-AUO97_RS11835	Gene	AUO97_RS11835	AUO97_RS11835	2488104	2488574
gene-AUO97_RS11840	Gene	mqo	AUO97_RS11840	2488666	2490306
gene-AUO97_RS11845	Gene	betA	AUO97_RS11845	2490818	2492476
gene-AUO97_RS11850	Gene	betB	AUO97_RS11850	2492572	2494044
gene-AUO97_RS11855	Gene	betI	AUO97_RS11855	2494037	2494660
gene-AUO97_RS11860	Gene	AUO97_RS11860	AUO97_RS11860	2494926	2496548
gene-AUO97_RS11865	Gene	AUO97_RS11865	AUO97_RS11865	2496666	2498732
gene-AUO97_RS11870	Gene	AUO97_RS11870	AUO97_RS11870	2498744	2499358
gene-AUO97_RS11875	Gene	AUO97_RS11875	AUO97_RS11875	2499620	2500135
gene-AUO97_RS11880	Gene	AUO97_RS11880	AUO97_RS11880	2500246	2500446
gene-AUO97_RS11885	Gene	AUO97_RS11885	AUO97_RS11885	2500945	2501943
gene-AUO97_RS11890	Gene	dctA	AUO97_RS11890	2501981	2503243
gene-AUO97_RS11895	Gene	AUO97_RS11895	AUO97_RS11895	2503432	2503962
gene-AUO97_RS11900	Gene	AUO97_RS11900	AUO97_RS11900	2504049	2504390
gene-AUO97_RS11905	Gene	pgaB	AUO97_RS11905	2504627	2506621
gene-AUO97_RS11910	Gene	pgaC	AUO97_RS11910	2506635	2507894
gene-AUO97_RS11915	Gene	pgaD	AUO97_RS11915	2507977	2508396
gene-AUO97_RS11920	Gene	AUO97_RS11920	AUO97_RS11920	2508499	2509287
gene-AUO97_RS11925	Gene	AUO97_RS11925	AUO97_RS11925	2509534	2510115
gene-AUO97_RS11930	Gene	AUO97_RS11930	AUO97_RS11930	2510130	2510429
gene-AUO97_RS11935	Gene	AUO97_RS11935	AUO97_RS11935	2510476	2511288
gene-AUO97_RS11940	Gene	AUO97_RS11940	AUO97_RS11940	2511562	2511867
gene-AUO97_RS11945	Gene	AUO97_RS11945	AUO97_RS11945	2511895	2512194
gene-AUO97_RS11950	Gene	AUO97_RS11950	AUO97_RS11950	2512211	2513278
